PRODUCT NAME,D.N.,MRP
SALWAR,16335,395
TROUSER,L6767,1895
TROUSER,L6767,2050
TROUSER,L25874,1895
TROUSER,L25874,2050
TROUSER,L19818,1995
TROUSER,L19818,2150
