PRODUCT NAME,D.N.,MRP
JEANS,B17768,1450
JEANS,C12413,1550
JEANS,A17760,1550
JEANS,B17760,1550
JEANS,B16245,1450
JEANS,B17756,1650
JEANS,B12413,1550
JEANS,B18019,1250
JEANS,A18019,1250
JEANS,F16508,1650
JEANS,G16508,1550
JEANS,A17756,1650
JEANS,B17755,1450
JEANS,B18018,1350
JEANS,A18018,1350
PAJAMA,16336,395
SALWAR,16335,395
