PRODUCT NAME,D.N.,MRP
TROUSER,L32182,1295
TROUSER,L32182,1450
SLIM SHIRT,S31382,895
SLIM SHIRT,S31686,795
SLIM SHIRT,S31383,895
SLIM SHIRT,S31373,895
SLIM SHIRT,S31388,895
SLIM SHIRT,S31375,895
SLIM SHIRT,S28911,1595
LONG KURTA,K30112,1995
LONG KURTA,K31683,995
LONG KURTA,K31682,995
JACKET,J31761,995
JACKET,J31758,995
JEANS,A31312,1295
