Batch Id,Barcode,Manufacturer,Product,Design,MRP,Brand,Style,Size,Production Type,Material,Fabric Type,Units
17927,8900001052805,Cottonking Pvt Ltd,SLIM SHIRT,S25363,1795,Linon,FS,39,Y/D,Premium Linen,NA,1
17927,8900001052812,Cottonking Pvt Ltd,SLIM SHIRT,S25363,1795,Linon,FS,40,Y/D,Premium Linen,NA,1
17927,8900001052829,Cottonking Pvt Ltd,SLIM SHIRT,S25363,1795,Linon,FS,42,Y/D,Premium Linen,NA,1
17927,8900001052836,Cottonking Pvt Ltd,SLIM SHIRT,S25363,1795,Linon,FS,44,Y/D,Premium Linen,NA,1
17927,8900001052843,Cottonking Pvt Ltd,SLIM SHIRT,S25363,1795,Linon,HS,39,Y/D,Premium Linen,NA,1
17927,8900001052850,Cottonking Pvt Ltd,SLIM SHIRT,S25363,1795,Linon,HS,40,Y/D,Premium Linen,NA,1
17927,8900001052867,Cottonking Pvt Ltd,SLIM SHIRT,S25363,1795,Linon,HS,42,Y/D,Premium Linen,NA,1
17927,8900001052874,Cottonking Pvt Ltd,SLIM SHIRT,S25363,1795,Linon,HS,44,Y/D,Premium Linen,NA,1
17927,8900001150723,Big Boy,60'Lee,C7361,500,Linon,(100),(100),Natural Linen,100% Li Linen,Checks,1
