Cottonking Pvt. Ltd. -WH,,,,,,,,,,,,,,,,,,,,,,
STOCK REPORT,,,,,,,,,,,,,,,,,,,,,,
From Date : 12-Mar-2012 To : 12-Mar-2012,,,,,,,,,,,,,,,,,,,,,,
 , , , , , , , , ,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL RECEIPTS,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD,TOTAL OUTWARD, ,
ITEM CODE,MRP,Basic Product,Product Specification,Size,Design No.,Production Type,OPENING STOCK,INIT QTY.,CUSTOMER RETURN,STOCK TRN IN,GRN QTY.,QDN/ADJ+,PHYSICAL STOCK (STOCK TAKE) EXCESS,TOTAL RECEIPTS,SOLD QTY.,TR OUT QTY,STOCK DELIVERY,QDN/ADJ-,PHYSICAL STOCK (STOCK TAKE) SHORTAGE,TOTAL OUTWARD,BALANCE STOCK,VALUE
0010020019492,995,TROUSER,NP,34 / 86,8623,BASIC TROUSER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2985
0010020019493,995,TROUSER,NP,36 / 91,8623,BASIC TROUSER,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31840
0010020019497,995,TROUSER,PL,32 / 81,8623,BASIC TROUSER,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22885
0010020019498,995,TROUSER,PL,34 / 86,8623,BASIC TROUSER,25,0,0,0,1,0,0,1,0,0,0,0,0,0,26,25870
0010020019499,995,TROUSER,PL,36 / 91,8623,BASIC TROUSER,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12935
0010020019500,995,TROUSER,PL,38 / 97,8623,BASIC TROUSER,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17910
0010020019501,995,TROUSER,PL,40 / 102,8623,BASIC TROUSER,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15920
0010020019503,1095,TROUSER,PL,44 / 112,8623,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019504,995,TROUSER,NP,28 / 71,8622,BASIC TROUSER,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,14925
0010020019505,995,TROUSER,NP,30 / 76,8622,BASIC TROUSER,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31840
0010020019506,995,TROUSER,NP,32 / 81,8622,BASIC TROUSER,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,48755
0010020019507,995,TROUSER,NP,34 / 86,8622,BASIC TROUSER,61,0,0,0,0,0,0,0,2,0,0,0,0,2,59,58705
0010020019508,995,TROUSER,NP,36 / 91,8622,BASIC TROUSER,22,0,0,0,0,0,0,0,2,0,0,0,0,2,20,19900
0010020019512,995,TROUSER,PL,32 / 81,8622,BASIC TROUSER,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9950
0010020019513,995,TROUSER,PL,34 / 86,8622,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019514,995,TROUSER,PL,36 / 91,8622,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019515,995,TROUSER,PL,38 / 97,8622,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019516,995,TROUSER,PL,40 / 102,8622,BASIC TROUSER,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12935
0010020019519,995,TROUSER,NP,28 / 71,8624,BASIC TROUSER,16,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15920
0010020019520,995,TROUSER,NP,30 / 76,8624,BASIC TROUSER,28,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27860
0010020019521,995,TROUSER,NP,32 / 81,8624,BASIC TROUSER,42,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41790
0010020019522,995,TROUSER,NP,34 / 86,8624,BASIC TROUSER,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39800
0010020019523,995,TROUSER,NP,36 / 91,8624,BASIC TROUSER,33,0,0,0,0,0,0,0,1,0,0,0,0,1,32,31840
0010020019527,995,TROUSER,PL,32 / 81,8624,BASIC TROUSER,43,0,0,0,1,0,0,1,0,0,0,0,0,0,44,43780
0010020019528,995,TROUSER,PL,34 / 86,8624,BASIC TROUSER,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51,50745
0010020019529,995,TROUSER,PL,36 / 91,8624,BASIC TROUSER,28,0,0,0,0,0,0,0,1,0,0,0,0,1,27,26865
0010020019530,995,TROUSER,PL,38 / 97,8624,BASIC TROUSER,41,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40795
0010020019531,995,TROUSER,PL,40 / 102,8624,BASIC TROUSER,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31840
0010020019534,995,TROUSER,NP,28 / 71,8625,BASIC TROUSER,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18905
0010020019535,995,TROUSER,NP,30 / 76,8625,BASIC TROUSER,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16915
0010020019536,995,TROUSER,NP,32 / 81,8625,BASIC TROUSER,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8955
0010020019537,995,TROUSER,NP,34 / 86,8625,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019538,995,TROUSER,NP,36 / 91,8625,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019542,995,TROUSER,PL,32 / 81,8625,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019543,995,TROUSER,PL,34 / 86,8625,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019544,995,TROUSER,PL,36 / 91,8625,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019545,995,TROUSER,PL,38 / 97,8625,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019546,995,TROUSER,PL,40 / 102,8625,BASIC TROUSER,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2985
0010020019549,1195,TROUSER,NP,28 / 71,8629,REGALIA,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15535
0010020019550,1195,TROUSER,NP,30 / 76,8629,REGALIA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23900
0010020019551,1195,TROUSER,NP,32 / 81,8629,REGALIA,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20315
0010020019552,1195,TROUSER,NP,34 / 86,8629,REGALIA,62,0,0,0,0,0,0,0,0,0,0,0,0,0,62,74090
0010020019553,1195,TROUSER,NP,36 / 91,8629,REGALIA,42,0,0,0,0,0,0,0,1,0,0,0,0,1,41,48995
0010020019554,1195,TROUSER,NP,38 / 97,8629,REGALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019556,1195,TROUSER,PL,30 / 76,8629,REGALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019557,1195,TROUSER,PL,32 / 81,8629,REGALIA,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17925
0010020019558,1195,TROUSER,PL,34 / 86,8629,REGALIA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14340
0010020019559,1195,TROUSER,PL,36 / 91,8629,REGALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019560,1195,TROUSER,PL,38 / 97,8629,REGALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019561,1195,TROUSER,PL,40 / 102,8629,REGALIA,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14340
0010020019563,1295,TROUSER,PL,44 / 112,8629,REGALIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019564,1295,TROUSER,NP,28 / 71,A-6,ROYALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019565,1295,TROUSER,NP,30 / 76,A-6,ROYALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019567,1095,TROUSER,NP,30 / 76,11137,SILKY TROUSER,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,18615
0010020019568,1095,TROUSER,NP,32 / 81,11137,SILKY TROUSER,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52,56940
0010020019569,1095,TROUSER,NP,34 / 86,11137,SILKY TROUSER,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51,55845
0010020019570,1095,TROUSER,NP,36 / 91,11137,SILKY TROUSER,44,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48180
0010020019571,1095,TROUSER,NP,38 / 97,11137,SILKY TROUSER,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6570
0010020019572,1095,TROUSER,NP,40 / 102,11137,SILKY TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019573,995,TROUSER,NP,28 / 71,8409,BASIC TROUSER,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11940
0010020019574,995,TROUSER,NP,30 / 76,8409,BASIC TROUSER,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10945
0010020019575,995,TROUSER,NP,32 / 81,8409,BASIC TROUSER,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19900
0010020019576,995,TROUSER,NP,34 / 86,8409,BASIC TROUSER,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20895
0010020019577,995,TROUSER,NP,36 / 91,8409,BASIC TROUSER,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1990
0010020019580,995,TROUSER,PL,30 / 76,8409,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019581,995,TROUSER,PL,32 / 81,8409,BASIC TROUSER,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4975
0010020019582,995,TROUSER,PL,34 / 86,8409,BASIC TROUSER,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4975
0010020019583,995,TROUSER,PL,36 / 91,8409,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019584,995,TROUSER,PL,38 / 97,8409,BASIC TROUSER,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9950
0010020019585,995,TROUSER,PL,40 / 102,8409,BASIC TROUSER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019589,1095,TROUSER,NP,32 / 81,8793,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010020019590,1095,TROUSER,NP,34 / 86,8793,Cordroi,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39,42705
0010020019591,1095,TROUSER,NP,36 / 91,8793,Cordroi,16,0,0,0,0,0,0,0,1,0,0,0,0,1,15,16425
0010020019592,1095,TROUSER,NP,38 / 97,8793,Cordroi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019593,1095,TROUSER,NP,40 / 102,8793,Cordroi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019596,1095,TROUSER,PL,34 / 86,8793,Cordroi,56,0,0,0,0,0,0,0,1,0,0,0,0,1,55,60225
0010020019597,1095,TROUSER,PL,36 / 91,8793,Cordroi,27,0,0,0,0,0,0,0,1,0,0,0,0,1,26,28470
0010020019598,1095,TROUSER,PL,38 / 97,8793,Cordroi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1095
0010020019599,1095,TROUSER,PL,40 / 102,8793,Cordroi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4380
0010020019600,1195,TROUSER,PL,42 / 107,8793,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1195
0010020019601,1195,TROUSER,PL,44 / 112,8793,Cordroi,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3585
0010020019604,1095,TROUSER,NP,32 / 81,8791,Cordroi,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,22995
0010020019605,1095,TROUSER,NP,34 / 86,8791,Cordroi,67,0,0,0,0,0,0,0,0,0,0,0,0,0,67,73365
0010020019606,1095,TROUSER,NP,36 / 91,8791,Cordroi,25,0,0,0,0,0,0,0,1,0,0,0,0,1,24,26280
0010020019607,1095,TROUSER,NP,38 / 97,8791,Cordroi,20,0,0,0,1,0,0,1,0,0,0,0,0,0,21,22995
0010020019608,1095,TROUSER,NP,40 / 102,8791,Cordroi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019611,1095,TROUSER,PL,34 / 86,8791,Cordroi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019612,1095,TROUSER,PL,36 / 91,8791,Cordroi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019613,1095,TROUSER,PL,38 / 97,8791,Cordroi,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1095
0010020019614,1095,TROUSER,PL,40 / 102,8791,Cordroi,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5475
0010020019615,1195,TROUSER,PL,42 / 107,8791,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1195
0010020019616,1195,TROUSER,PL,44 / 112,8791,Cordroi,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4780
0010020019619,1095,TROUSER,NP,32 / 81,8788,Cordroi,59,0,0,0,0,0,0,0,1,0,0,0,0,1,58,63510
0010020019620,1095,TROUSER,NP,34 / 86,8788,Cordroi,112,0,0,0,0,0,0,0,1,0,0,0,0,1,111,121545
0010020019621,1095,TROUSER,NP,36 / 91,8788,Cordroi,87,0,0,0,0,0,0,0,1,0,0,0,0,1,86,94170
0010020019622,1095,TROUSER,NP,38 / 97,8788,Cordroi,80,0,0,0,0,0,0,0,0,0,0,0,0,0,80,87600
0010020019623,1095,TROUSER,NP,40 / 102,8788,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010020019626,1095,TROUSER,PL,34 / 86,8788,Cordroi,53,0,0,0,0,0,0,0,0,0,0,0,0,0,53,58035
0010020019627,1095,TROUSER,PL,36 / 91,8788,Cordroi,48,0,0,0,0,0,0,0,1,0,0,0,0,1,47,51465
0010020019628,1095,TROUSER,PL,38 / 97,8788,Cordroi,42,0,0,0,1,0,0,1,0,0,0,0,0,0,43,47085
0010020019629,1095,TROUSER,PL,40 / 102,8788,Cordroi,48,0,0,0,0,0,0,0,0,0,0,0,0,0,48,52560
0010020019630,1195,TROUSER,PL,42 / 107,8788,Cordroi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2390
0010020019631,1195,TROUSER,PL,44 / 112,8788,Cordroi,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9560
0010020019632,1095,TROUSER,NP,28 / 71,8790,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010020019634,1095,TROUSER,NP,32 / 81,8790,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010020019635,1095,TROUSER,NP,34 / 86,8790,Cordroi,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10950
0010020019636,1095,TROUSER,NP,36 / 91,8790,Cordroi,14,0,0,0,0,0,0,0,1,0,0,0,0,1,13,14235
0010020019637,1095,TROUSER,NP,38 / 97,8790,Cordroi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019638,1095,TROUSER,NP,40 / 102,8790,Cordroi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019640,1095,TROUSER,PL,32 / 81,8790,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010020019641,1095,TROUSER,PL,34 / 86,8790,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010020019642,1095,TROUSER,PL,36 / 91,8790,Cordroi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2190
0010020019643,1095,TROUSER,PL,38 / 97,8790,Cordroi,4,0,0,0,1,0,0,1,0,0,0,0,0,0,5,5475
0010020019644,1095,TROUSER,PL,40 / 102,8790,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1095
0010020019646,1195,TROUSER,PL,44 / 112,8790,Cordroi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1195
0010020019677,995,TROUSER,NP,28 / 71,8408,KHAKI,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17910
0010020019678,995,TROUSER,NP,30 / 76,8408,KHAKI,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,29850
0010020019679,995,TROUSER,NP,32 / 81,8408,KHAKI,91,0,0,0,0,0,0,0,0,0,0,0,0,0,91,90545
0010020019680,995,TROUSER,NP,34 / 86,8408,KHAKI,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,71640
0010020019681,995,TROUSER,NP,36 / 91,8408,KHAKI,70,0,0,0,0,0,0,0,0,0,0,0,0,0,70,69650
0010020019685,995,TROUSER,PL,32 / 81,8408,KHAKI,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28855
0010020019686,995,TROUSER,PL,34 / 86,8408,KHAKI,47,0,0,0,0,0,0,0,0,0,0,0,0,0,47,46765
0010020019687,995,TROUSER,PL,36 / 91,8408,KHAKI,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39800
0010020019688,995,TROUSER,PL,38 / 97,8408,KHAKI,49,0,0,0,0,0,0,0,0,0,0,0,0,0,49,48755
0010020019689,995,TROUSER,PL,40 / 102,8408,KHAKI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1990
0010020019692,995,TROUSER,NP,28 / 71,8410,KHAKI,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19900
0010020019693,995,TROUSER,NP,30 / 76,8410,KHAKI,54,0,0,0,0,0,0,0,0,0,0,0,0,0,54,53730
0010020019694,995,TROUSER,NP,32 / 81,8410,KHAKI,86,0,0,0,0,0,0,0,0,0,0,0,0,0,86,85570
0010020019695,995,TROUSER,NP,34 / 86,8410,KHAKI,45,0,0,0,0,0,0,0,1,0,0,0,0,1,44,43780
0010020019696,995,TROUSER,NP,36 / 91,8410,KHAKI,69,0,0,0,0,0,0,0,1,0,0,0,0,1,68,67660
0010020019700,995,TROUSER,PL,32 / 81,8410,KHAKI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9950
0010020019701,995,TROUSER,PL,34 / 86,8410,KHAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019702,995,TROUSER,PL,36 / 91,8410,KHAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019703,995,TROUSER,PL,38 / 97,8410,KHAKI,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10945
0010020019704,995,TROUSER,PL,40 / 102,8410,KHAKI,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13930
0010020019707,995,TROUSER,NP,28 / 71,8400,KHAKI,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22885
0010020019708,995,TROUSER,NP,30 / 76,8400,KHAKI,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39,38805
0010020019709,995,TROUSER,NP,32 / 81,8400,KHAKI,69,0,0,0,0,0,0,0,0,0,0,0,0,0,69,68655
0010020019710,995,TROUSER,NP,34 / 86,8400,KHAKI,94,0,0,0,0,0,0,0,0,0,0,0,0,0,94,93530
0010020019711,995,TROUSER,NP,36 / 91,8400,KHAKI,81,0,0,0,0,0,0,0,0,0,0,0,0,0,81,80595
0010020019730,995,TROUSER,PL,32 / 81,8627,KHAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019731,995,TROUSER,PL,34 / 86,8627,KHAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019732,995,TROUSER,PL,36 / 91,8627,KHAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019733,995,TROUSER,PL,38 / 97,8627,KHAKI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,995
0010020019734,995,TROUSER,PL,40 / 102,8627,KHAKI,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10945
0010020019736,995,TROUSER,NP,28 / 71,8407,KHAKI,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10945
0010020019737,995,TROUSER,NP,30 / 76,8407,KHAKI,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31840
0010020019738,995,TROUSER,NP,32 / 81,8407,KHAKI,73,0,0,0,0,0,0,0,0,0,0,0,0,0,73,72635
0010020019739,995,TROUSER,NP,34 / 86,8407,KHAKI,87,0,0,0,0,0,0,0,0,0,0,0,0,0,87,86565
0010020019740,995,TROUSER,NP,36 / 91,8407,KHAKI,72,0,0,0,0,0,0,0,0,0,0,0,0,0,72,71640
0010020019744,995,TROUSER,PL,32 / 81,8407,KHAKI,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28855
0010020019745,995,TROUSER,PL,34 / 86,8407,KHAKI,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36815
0010020019746,995,TROUSER,PL,36 / 91,8407,KHAKI,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32835
0010020019747,995,TROUSER,PL,38 / 97,8407,KHAKI,36,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35820
0010020019748,995,TROUSER,PL,40 / 102,8407,KHAKI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2985
0010020019750,995,TROUSER,NP,28 / 71,8621,KHAKI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2985
0010020019751,995,TROUSER,NP,30 / 76,8621,KHAKI,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23880
0010020019752,995,TROUSER,NP,32 / 81,8621,KHAKI,33,0,0,0,0,0,0,0,0,0,0,0,0,0,33,32835
0010020019753,995,TROUSER,NP,34 / 86,8621,KHAKI,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25870
0010020019754,995,TROUSER,NP,36 / 91,8621,KHAKI,29,0,0,0,0,0,0,0,0,0,0,0,0,0,29,28855
0010020019758,995,TROUSER,PL,32 / 81,8621,KHAKI,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6965
0010020019759,995,TROUSER,PL,34 / 86,8621,KHAKI,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7960
0010020019760,995,TROUSER,PL,36 / 91,8621,KHAKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019761,995,TROUSER,PL,38 / 97,8621,KHAKI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,995
0010020019762,995,TROUSER,PL,40 / 102,8621,KHAKI,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5970
0010020019764,1295,TROUSER,NP,28 / 71,A-10,YARN DYED OXFORD,6,0,0,0,0,0,0,0,1,0,0,0,0,1,5,6475
0010020019765,1295,TROUSER,NP,30 / 76,A-10,YARN DYED OXFORD,26,0,0,0,0,0,0,0,2,0,0,0,0,2,24,31080
0010020019766,1295,TROUSER,NP,32 / 81,A-10,YARN DYED OXFORD,61,0,0,0,0,0,0,0,3,0,0,0,0,3,58,75110
0010020019767,1295,TROUSER,NP,34 / 86,A-10,YARN DYED OXFORD,108,0,0,0,0,0,0,0,4,0,0,0,0,4,104,134680
0010020019768,1295,TROUSER,NP,36 / 91,A-10,YARN DYED OXFORD,79,0,0,0,0,0,0,0,3,0,0,0,0,3,76,98420
0010020019769,1295,TROUSER,NP,38 / 97,A-10,YARN DYED OXFORD,31,0,0,0,0,0,0,0,3,0,0,0,0,3,28,36260
0010020019770,1295,TROUSER,NP,40 / 102,A-10,YARN DYED OXFORD,9,0,0,0,0,0,0,0,1,0,0,0,0,1,8,10360
0010020019772,1295,TROUSER,PL,32 / 81,A-10,YARN DYED OXFORD,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22015
0010020019773,1295,TROUSER,PL,34 / 86,A-10,YARN DYED OXFORD,47,0,0,0,0,0,0,0,0,0,0,0,0,0,47,60865
0010020019774,1295,TROUSER,PL,36 / 91,A-10,YARN DYED OXFORD,36,0,0,0,0,0,0,0,1,0,0,0,0,1,35,45325
0010020019775,1295,TROUSER,PL,38 / 97,A-10,YARN DYED OXFORD,18,0,0,0,0,0,0,0,1,0,0,0,0,1,17,22015
0010020019776,1295,TROUSER,PL,40 / 102,A-10,YARN DYED OXFORD,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26,33670
0010020019777,1395,TROUSER,PL,42 / 107,A-10,YARN DYED OXFORD,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51,71145
0010020019778,1395,TROUSER,PL,44 / 112,A-10,YARN DYED OXFORD,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,20925
0010020019824,1295,TROUSER,NP,28 / 71,A-6,YARN DYED OXFORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019825,1295,TROUSER,NP,30 / 76,A-6,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019826,1295,TROUSER,NP,32 / 81,A-6,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019827,1295,TROUSER,NP,34 / 86,A-6,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019828,1295,TROUSER,NP,36 / 91,A-6,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019829,1295,TROUSER,NP,38 / 97,A-6,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019830,1295,TROUSER,NP,40 / 102,A-6,YARN DYED OXFORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019832,1295,TROUSER,PL,32 / 81,A-6,YARN DYED OXFORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019833,1295,TROUSER,PL,34 / 86,A-6,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019834,1295,TROUSER,PL,36 / 91,A-6,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019835,1295,TROUSER,PL,38 / 97,A-6,YARN DYED OXFORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019836,1295,TROUSER,PL,40 / 102,A-6,YARN DYED OXFORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019837,1395,TROUSER,PL,42 / 107,A-6,YARN DYED OXFORD,18,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25110
0010020019838,1395,TROUSER,PL,44 / 112,A-6,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1395
0010020019839,1295,TROUSER,NP,28 / 71,A-8,YARN DYED OXFORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019840,1295,TROUSER,NP,30 / 76,A-8,YARN DYED OXFORD,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2590
0010020019841,1295,TROUSER,NP,32 / 81,A-8,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019842,1295,TROUSER,NP,34 / 86,A-8,YARN DYED OXFORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0010020019843,1295,TROUSER,NP,36 / 91,A-8,YARN DYED OXFORD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1295
0010020019844,1295,TROUSER,NP,38 / 97,A-8,YARN DYED OXFORD,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1295
