8900000360994	5
8900000360987	14
8900000360970	10
8900000359325	1
8900000359172	3
8900000359165	1
8900000357161	1
8900000355730	1
8900000355273	11
8900000355266	2
8900000354740	1
8900000354733	2
8900000354726	1
8900000354696	1
8900000354689	1
8900000354627	3
8900000354610	3
8900000351534	1
8900000351329	1
8900000351008	5
8900000350452	1
8900000349944	3
8900000349692	9
8900000349685	27
8900000349517	2
8900000349500	4
8900000349494	7
8900000349067	1
8900000349050	10
8900000349043	14
8900000349036	6
8900000348084	3
8900000348077	19
8900000348060	14
8900000348053	1
8900000348008	5
8900000347995	14
8900000347988	9
8900000347971	4
8900000347483	1
8900000347131	1
8900000347117	1
8900000346158	8
8900000346141	9
8900000346134	9
8900000343355	1
8900000342235	1
8900000342211	3
8900000342013	16
8900000342006	29
8900000341993	12
8900000341979	21
8900000341962	14
8900000341955	6
8900000340071	7
8900000336425	1
8900000336128	1
8900000325252	18
8900000325245	34
8900000325238	22
8900000325221	13
8900000325214	18
8900000325207	28
8900000325191	35
8900000325184	16
8900000325160	41
8900000325153	41
8900000325146	39
8900000325139	16
8900000325122	58
8900000325115	33
8900000325108	2
8900000325092	14
8900000325085	43
8900000325078	33
8900000325061	6
8900000325023	2
8900000319206	2
8900000319190	23
8900000319183	2
8900000319176	1
8900000319169	30
8900000319152	43
8900000319145	11
8900000318773	1
8900000318667	6
8900000318650	37
8900000318643	40
8900000318636	15
8900000313488	17
8900000313471	5
8900000313464	2
8900000313402	1
8900000313389	2
8900000312993	1
8900000312986	1
8900000312979	1
8900000312634	1
8900000309344	1
8900000309207	1
8900000309191	1
8900000309184	6
8900000306497	8
8900000306480	6
8900000306473	2
8900000306121	2
8900000306114	2
8900000306107	3
8900000306084	2
8900000302413	1
8900000298136	9
8900000298129	7
8900000282852	4
8900000280001	1
8900000279999	5
8900000278992	3
8900000278350	1
8900000278343	2
8900000275335	1
8900000275328	6
8900000275311	17
8900000254910	10
8900000254903	10
8900000254866	6
8900000250929	1
8900000246465	1
8900000243877	2
8900000162857	1
8900000157556	1
8900000153213	5
8900000119202	2
8900000119196	1
8900000363131	3
8900000362424	14
8900000362431	5
8900000338405	626
8900000363353	1
8900000363414	14
8900000363421	1
8900000364596	4
8900000364602	1
8900000364497	23
8900000364459	27
8900000364466	5
8900000364435	12
8900000364404	35
8900000364411	14
8900000364350	11
8900000364343	30
8900000364312	9
8900000365289	5
8900000364541	27
8900000364268	7
8900000364275	2
8900000368808	1
8900000349661	1
8900000349678	28
8900000189311	1
8900000368907	1
8900000369300	1
8900000334773	1
8900000364367	1
8900000364374	8
8900000364381	5
8900000364220	4
8900000364237	13
8900000364244	18
8900000369263	10
8900000369270	29
8900000369287	26
8900000369294	1
8900000371372	1
8900000372379	13
8900000372102	17
8900000372119	2
8900000372126	1
8900000373086	1
8900000375288	1
8900000375882	4
8900000375714	2
8900000375721	22
8900000375769	1
8900000375486	3
8900000375639	1
8900000375646	5
8900000375653	6
8900000375684	4
8900000378838	1
8900000379910	7
8900000380749	7
8900000380756	1
8900000380787	2
8900000380794	4
8900000381296	1
8900000381357	1
8900000381074	18
8900000382651	6
8900000382040	1
8900000383542	1
8900000382583	2
8900000382590	12
8900000382606	31
8900000382613	33
8900000382620	17
8900000382637	8
8900000383436	3
8900000383443	16
8900000383450	31
8900000383467	34
8900000383474	19
8900000383481	8
8900000383917	6
8900000383924	18
8900000383931	46
8900000383948	50
8900000383955	30
8900000383962	11
8900000383979	5
8900000383986	6
8900000387656	1
8900000385966	3
