8900000002788	1
8900000006311	1
8900000017003	1
8900000017065	9
8900000017096	2
8900000017126	2
8900000017157	1
8900000017188	2
8900000018482	1
8900000019090	1
8900000025206	2
8900000025237	2
8900000036691	1
8900000036707	2
8900000036714	5
8900000036745	4
8900000036752	14
8900000036776	10
8900000037032	2
8900000037070	2
8900000037087	9
8900000037094	5
8900000038619	1
8900000043606	1
8900000044177	1
8900000044917	1
8900000049905	1
8900000052325	1
8900000060153	1
8900000060481	1
8900000067220	1
8900000067237	4
8900000067251	4
8900000068029	2
8900000068487	1
8900000070893	2
8900000082957	1
8900000085644	1
8900000086641	6
8900000087341	3
8900000087358	3
8900000090747	1
8900000090921	1
8900000093700	1
8900000093960	1
8900000094264	5
8900000098576	54
8900000098583	89
8900000098606	23
8900000099818	41
8900000099825	28
8900000099832	39
8900000099849	20
8900000100828	1
8900000100835	12
8900000100842	21
8900000101429	22
8900000101436	44
8900000101443	36
8900000101450	12
8900000101474	18
8900000101481	22
8900000101498	22
8900000101504	10
8900000104789	1
8900000104796	5
8900000104802	8
8900000104819	2
8900000105885	6
8900000105892	8
8900000105908	10
8900000105915	19
8900000105922	19
8900000105939	5
8900000105946	26
8900000106332	3
8900000106370	3
8900000110728	55
8900000110735	59
8900000110742	57
8900000110759	28
8900000110773	18
8900000110780	50
8900000110797	38
8900000110803	30
8900000114665	1
8900000115822	4
8900000116393	111
8900000116409	118
8900000116416	85
8900000116423	20
8900000116447	35
8900000116454	32
8900000116461	52
8900000116478	11
8900000117758	1
8900000118342	1
8900000118595	6
8900000118601	6
8900000118618	7
8900000118625	19
8900000118632	20
8900000118649	22
8900000118656	19
8900000118762	1
8900000118823	58
8900000118830	68
8900000118847	45
8900000118854	40
8900000118861	35
8900000118878	22
8900000119141	24
8900000119158	29
8900000119165	35
8900000119172	13
8900000119196	12
8900000119202	19
8900000119219	17
8900000119226	10
8900000125654	20
8900000125661	10
8900000129270	1
8900000129454	1
8900000129911	4
8900000129928	6
8900000129966	5
8900000130467	29
8900000130474	34
8900000130481	9
8900000130542	27
8900000130559	45
8900000130566	21
8900000130573	5
8900000130597	14
8900000130603	9
8900000130610	11
8900000130627	3
8900000131754	1
8900000138043	1
8900000140961	2
8900000141043	4
8900000141050	4
8900000141937	12
8900000141982	2
8900000141999	4
8900000142644	7
8900000143047	3
8900000143054	10
8900000143061	1
8900000143085	1
8900000143092	1
8900000143139	1
8900000144624	1
8900000144662	4
8900000144679	4
8900000150601	2
8900000150618	5
8900000150625	2
8900000152612	4
8900000152667	1
8900000153213	6
8900000153220	7
8900000153237	5
8900000153244	4
8900000153350	3
8900000153404	9
8900000153411	1
8900000155712	1
8900000156948	2
8900000157433	39
8900000157440	50
8900000157457	36
8900000157464	14
8900000157488	15
8900000157495	16
8900000157501	10
8900000157518	8
8900000157525	26
8900000157532	16
8900000157549	10
8900000157556	5
8900000157563	17
8900000157570	12
8900000157778	1
8900000157877	1
8900000158492	6
8900000158508	2
8900000158515	4
8900000158546	8
8900000158553	6
8900000158645	2
8900000158751	2
8900000159178	1
8900000159666	1
8900000159673	4
8900000160686	5
8900000160877	2
8900000161003	1
8900000161775	1
8900000161959	8
8900000161966	2
8900000162192	12
8900000162208	18
8900000162215	13
8900000162222	11
8900000162857	10
8900000162864	9
8900000162871	17
